id,title,rating,date,body,sentiment,category,satisfied,text
228,Des sacré voleurs faites attention…,1,2021-03-18 00:00:00+00:00,"Des sacré voleurs faites attention avant de commander. De l'escroquerie en bande organisée. Je déconseille fortement. Oublié les plus gros voleurs du monde et je parle en très bonne connaissance de cause. 
Je vous l'assuré.",Neutral,Customer Service,0,"Des sacré voleurs faites attention… Des sacré voleurs faites attention avant de commander. De l'escroquerie en bande organisée. Je déconseille fortement. Oublié les plus gros voleurs du monde et je parle en très bonne connaissance de cause. 
Je vous l'assuré."
229,very happy very happy,5,,very happy very happy,Neutral,Uncategorized,1,very happy very happy very happy very happy
230,Je suis choqué pourquoi les gens il dit…,1,2021-03-18 00:00:00+00:00,Je suis choqué pourquoi les gens il dit un bon site mais c'est des voleurs des arnaques des menteurs il fait tout pour qu'il tarnac même tu fais un litige pour le système il vient direct avec le vendeur pas avec toi j'ai jamais vu des gens comme les vendeurs sur Alibaba .même sur les avis il y a beaucoup des Chinois en Europe qu'il fait des fois sa vie pour les nouvelles clients les Chinois voir toutes les Européens et tout le monde entier des animaux fais gaffe tu achètes pas sur ce site,Negative,Customer Service,0,Je suis choqué pourquoi les gens il dit… Je suis choqué pourquoi les gens il dit un bon site mais c'est des voleurs des arnaques des menteurs il fait tout pour qu'il tarnac même tu fais un litige pour le système il vient direct avec le vendeur pas avec toi j'ai jamais vu des gens comme les vendeurs sur Alibaba .même sur les avis il y a beaucoup des Chinois en Europe qu'il fait des fois sa vie pour les nouvelles clients les Chinois voir toutes les Européens et tout le monde entier des animaux fais gaffe tu achètes pas sur ce site
231,Très satisfait je recommande fortement,5,,Très satisfait je recommande fortement,Neutral,Customer Service,1,Très satisfait je recommande fortement Très satisfait je recommande fortement
232,Je suis très satisfait d'ALIBABA mes…,5,,Je suis très satisfait d'ALIBABA mes commandes se sont passées comme je l'espérais. Merci.,Negative,Customer Service,1,Je suis très satisfait d'ALIBABA mes… Je suis très satisfait d'ALIBABA mes commandes se sont passées comme je l'espérais. Merci.
233,Super site facile à prendre en main…,5,,Super site facile à prendre en main interaction avec les fournisseur immédiat. Trouvez tout les détailles des transaction en détail. Dommage que le site alibaba.com ne soit pas en français!,Negative,Marketplace,1,Super site facile à prendre en main… Super site facile à prendre en main interaction avec les fournisseur immédiat. Trouvez tout les détailles des transaction en détail. Dommage que le site alibaba.com ne soit pas en français!
234,20/20 VERY GOOD...,5,2021-02-24 17:06:25+00:00,20/20 VERY GOOD...,Neutral,Uncategorized,1,20/20 VERY GOOD... 20/20 VERY GOOD...
235,Mais comment vous faites un hacker par…,1,2021-02-21 00:00:00+00:00,Mais comment vous faites pour être arnaquer par le sites regarde juste le titre ça veut te dire Ali baba et les 40 voleurs 🤣🤣🤣🤣,Negative,Marketplace,0,Mais comment vous faites un hacker par… Mais comment vous faites pour être arnaquer par le sites regarde juste le titre ça veut te dire Ali baba et les 40 voleurs 🤣🤣🤣🤣
236,Je me suit fait arnaquer de 2600$ us ne…,1,2021-02-15 00:00:00+00:00,Je me suit fait arnaquer de 2600$ us ne faite plus j’étais affaire avec cette place très très dangereux. Passer le mot. Mes ne confondez pas alibaba et alibaba express j ai reçu tout mes commande avec alibaba express les chinois sur alibaba son des voleurs.,Negative,Customer Service,0,Je me suit fait arnaquer de 2600$ us ne… Je me suit fait arnaquer de 2600$ us ne faite plus j’étais affaire avec cette place très très dangereux. Passer le mot. Mes ne confondez pas alibaba et alibaba express j ai reçu tout mes commande avec alibaba express les chinois sur alibaba son des voleurs.
237,Très très mauvaise expérience …,1,,Très très mauvaise expérience il vous prenne votre argent la marchandise n'arrive jamais malgré plusieur relance et puis vous réponde que c'est hors délais et ne vous rembourse PAS ce ne sont que des VOLEUR,Negative,Shipping,0,Très très mauvaise expérience … Très très mauvaise expérience il vous prenne votre argent la marchandise n'arrive jamais malgré plusieur relance et puis vous réponde que c'est hors délais et ne vous rembourse PAS ce ne sont que des VOLEUR
238,Je déconseille,1,2021-02-11 00:00:00+00:00,"Je déconseille 
La « Gold » assurance est censée rassurer le consommateur. Cela a été mon cas. 
Commande pour un fauteuil roulant passée le 25 octobre.
En janvier ne recevant rien je contacte l’assurance. La non livraison n’est pas couverte.
Début février je reçois ma commande abîmée.
Je contacte de nouveau l’assurance qui me demande à maintes reprises des preuves en photos et vidéos du produit et emballage . Je m’exécute. 

Au final il me demande de voir avec mon fournisseur et mon transporteur local  ... chose que je n’ai pas faite. 
Le but de cette assurance est tout simplement de rassurer le client et surtout de le faire payer le produit. 
Donc je DÉCONSEILLE 


I advise against
“Gold” insurance is supposed to reassure consumers. It was my case.
Order for a wheelchair placed on October 25.
In January, receiving nothing, I contacted insurance. Non-delivery is not covered.
At the beginning of February I received my damaged order.
I contact insurance again, which repeatedly asks me for proof in photos and videos of the product and packaging. I do.

In the end he asks me to see with my supplier and my local carrier ... something that I did not do.
The purpose of this insurance is quite simply to reassure the customer and especially to make him pay for the product.
So I ADVISE AGAINST",Negative,Customer Service,0,"Je déconseille Je déconseille 
La « Gold » assurance est censée rassurer le consommateur. Cela a été mon cas. 
Commande pour un fauteuil roulant passée le 25 octobre.
En janvier ne recevant rien je contacte l’assurance. La non livraison n’est pas couverte.
Début février je reçois ma commande abîmée.
Je contacte de nouveau l’assurance qui me demande à maintes reprises des preuves en photos et vidéos du produit et emballage . Je m’exécute. 

Au final il me demande de voir avec mon fournisseur et mon transporteur local  ... chose que je n’ai pas faite. 
Le but de cette assurance est tout simplement de rassurer le client et surtout de le faire payer le produit. 
Donc je DÉCONSEILLE 


I advise against
“Gold” insurance is supposed to reassure consumers. It was my case.
Order for a wheelchair placed on October 25.
In January, receiving nothing, I contacted insurance. Non-delivery is not covered.
At the beginning of February I received my damaged order.
I contact insurance again, which repeatedly asks me for proof in photos and videos of the product and packaging. I do.

In the end he asks me to see with my supplier and my local carrier ... something that I did not do.
The purpose of this insurance is quite simply to reassure the customer and especially to make him pay for the product.
So I ADVISE AGAINST"
239,Very satisfied,5,2021-02-04 11:15:25+00:00,Je suis toujours très satisfaite des services fournis par Alibaba.,Neutral,Customer Service,1,Very satisfied Je suis toujours très satisfaite des services fournis par Alibaba.
240,tous est ok et exellent,5,,tous est ok et exellent,Negative,Uncategorized,1,tous est ok et exellent tous est ok et exellent
241,Commande reçue un mois et demi après!,1,2021-01-11 00:00:00+00:00,"Commande payée et validée le 15/12/2020 et délai de livraison au 29/12/2020.
Au  02/02/2021 enfin reçu, délais annoncés fantaisistes.
Difficultés à communiquer avec Alibaba.",Negative,Customer Service,0,"Commande reçue un mois et demi après! Commande payée et validée le 15/12/2020 et délai de livraison au 29/12/2020.
Au  02/02/2021 enfin reçu, délais annoncés fantaisistes.
Difficultés à communiquer avec Alibaba."
242,Produits chinois,3,,"Produits chinois, parfois de bonne qualité mais le plus souvent rien",Neutral,Marketplace,0,"Produits chinois Produits chinois, parfois de bonne qualité mais le plus souvent rien"
243,Site d'arnaque,1,2021-01-22 12:06:51+00:00,Site d'arnaque qui devrait être illégale en France.,Negative,Marketplace,0,Site d'arnaque Site d'arnaque qui devrait être illégale en France.
244,Contact urgent,5,2021-01-21 11:38:57+00:00,"Bonjour 
Madame, Monsieur,
Je vous écris un message pour vous annoncer un vol. J'achète un véhicule sur site alibaba.com et j'ai une fournisseur qui ma appelé plus ne m'envoie plus des messages pour me dire ou onne elle me mentir et je n'ai plus de nouvelles depuis deux mois et je besoin de un aide.
Madame fournisseurs elle appelle madame Alexander-Bartek-Bazyli je ne plus de sa nouvelle je besoin qu'elle me soit contacter pour com mes des choses en place ou me rembourser mes argent. J'attends votre réponse ou par message. cordialement madame himana Isabelle",Negative,Customer Service,1,"Contact urgent Bonjour 
Madame, Monsieur,
Je vous écris un message pour vous annoncer un vol. J'achète un véhicule sur site alibaba.com et j'ai une fournisseur qui ma appelé plus ne m'envoie plus des messages pour me dire ou onne elle me mentir et je n'ai plus de nouvelles depuis deux mois et je besoin de un aide.
Madame fournisseurs elle appelle madame Alexander-Bartek-Bazyli je ne plus de sa nouvelle je besoin qu'elle me soit contacter pour com mes des choses en place ou me rembourser mes argent. J'attends votre réponse ou par message. cordialement madame himana Isabelle"
245,OK I received the parcel on time,5,,OK I received the parcel on time,Negative,Uncategorized,1,OK I received the parcel on time OK I received the parcel on time
246,Great-TV Store Ali express ci l'arnaque…,1,2021-01-13 19:36:58+00:00,"Great-TV Store Ali express ci l'arnaque j'ai commandé   jais rien reçu Numéro de commande :
8124180260414078 du 09-01-2021",Negative,Electronics,0,"Great-TV Store Ali express ci l'arnaque… Great-TV Store Ali express ci l'arnaque j'ai commandé   jais rien reçu Numéro de commande :
8124180260414078 du 09-01-2021"
247,grossiste en France je déconseille a…,1,2021-01-12 09:37:01+00:00,"JE ME SUIS FAIT ARNAQUER DE 10 000 EUROS...grossiste en France je déconseille a toute l'Europe de ne plus faire confiance a alibaba.com ou alibabaexpress ce sont des voleurs, l'assurance est inexistante de plus entre usine de contrefaçon basé en Chine et alibaba s'opère un long chemin de magouille open dispute ou soit disant il ne comprennent pas la langue demande des preuves!!!!  on fournie les preuves et en faite vous perdez du temps et puis votre argent..
conseil ne plus acheter et comme cela on pourra demander matériel avant paiement....
Le mieux est de les banirs totalement...
Cordialement",Negative,Uncategorized,0,"grossiste en France je déconseille a… JE ME SUIS FAIT ARNAQUER DE 10 000 EUROS...grossiste en France je déconseille a toute l'Europe de ne plus faire confiance a alibaba.com ou alibabaexpress ce sont des voleurs, l'assurance est inexistante de plus entre usine de contrefaçon basé en Chine et alibaba s'opère un long chemin de magouille open dispute ou soit disant il ne comprennent pas la langue demande des preuves!!!!  on fournie les preuves et en faite vous perdez du temps et puis votre argent..
conseil ne plus acheter et comme cela on pourra demander matériel avant paiement....
Le mieux est de les banirs totalement...
Cordialement"
248,Service après vente aux abonnés absents,1,2021-01-12 06:27:46+00:00,"Service après vente aux abonnés absents
J'ai acheté un ordinateur presque 600 € qui n'a jamais réellement fonctionné il faut savoir que vous pouvez pas contacter par téléphone comme cela se fait sur Amazon le vendeur mais uniquement par tchat ils vous répondent quand ils peuvent c'est compliqué pour expliquer vos problèmes
Donc effectivement c'est moins cher que sur des sites occidentaux mais il faut savoir que si vous avez le moindre problème vous êtes tout seul sans aucune garantie ni de réparation ni de remboursement donc je suis très déçu de ce site et plus jamais je ferai d'achat dessus
Je suis un acheteur français et je me rends compte que beaucoup d'avis d'acheteur français sont négatif
C'est les acheteurs américain ou anglais qui font remonter la note d'Ali Baba je m'interroge quand même sur la pertinence de ces avis sur la politique commerciale d'Ali-Baba vers les pays anglo-saxons et vers la France
 cordialement à tous ceux qui me lisent",Negative,Electronics,0,"Service après vente aux abonnés absents Service après vente aux abonnés absents
J'ai acheté un ordinateur presque 600 € qui n'a jamais réellement fonctionné il faut savoir que vous pouvez pas contacter par téléphone comme cela se fait sur Amazon le vendeur mais uniquement par tchat ils vous répondent quand ils peuvent c'est compliqué pour expliquer vos problèmes
Donc effectivement c'est moins cher que sur des sites occidentaux mais il faut savoir que si vous avez le moindre problème vous êtes tout seul sans aucune garantie ni de réparation ni de remboursement donc je suis très déçu de ce site et plus jamais je ferai d'achat dessus
Je suis un acheteur français et je me rends compte que beaucoup d'avis d'acheteur français sont négatif
C'est les acheteurs américain ou anglais qui font remonter la note d'Ali Baba je m'interroge quand même sur la pertinence de ces avis sur la politique commerciale d'Ali-Baba vers les pays anglo-saxons et vers la France
 cordialement à tous ceux qui me lisent"
249,Achat annulé pas remboursé,1,2021-01-11 15:14:33+00:00,"Achat annulé (1188$) soit disant remboursé, argent jamais reçu.
ARNAQUE !!",Negative,Uncategorized,0,"Achat annulé pas remboursé Achat annulé (1188$) soit disant remboursé, argent jamais reçu.
ARNAQUE !!"
250,Arnaque ou beug,1,2021-01-05 12:06:43+00:00,"J'ai passé une commande et le la page se ferme après avoir mis mes coordonnées bancaires.
Arnaque ou beug????",Negative,Customer Service,0,"Arnaque ou beug J'ai passé une commande et le la page se ferme après avoir mis mes coordonnées bancaires.
Arnaque ou beug????"
251,Voleur escroquerie,1,2021-01-05 00:00:00+00:00,"Voleur escroquerie 
A fuir",Negative,Uncategorized,0,"Voleur escroquerie Voleur escroquerie 
A fuir"
252,Site à éviter absolument,1,2020-12-31 00:00:00+00:00,"Site à éviter absolument, beaucoup de vendeurs proposent des articles médiocres et complètement inutilisables",Negative,Marketplace,0,"Site à éviter absolument Site à éviter absolument, beaucoup de vendeurs proposent des articles médiocres et complètement inutilisables"
253,Great seller and great product,5,,Great seller and great product,Negative,Uncategorized,1,Great seller and great product Great seller and great product
254,le systeme est fait pour arnaquer les…,1,,"le systeme est fait pour arnaquer les gens alibaba protege le vendeur grace a toute sorte d'arnaque automatisée , bref site d'escroc j'ai perdu des millier d' euros sur 2 commande.et j'attend de recevoir la troisieme.... mais je n'espere plus",Negative,Customer Service,0,"le systeme est fait pour arnaquer les… le systeme est fait pour arnaquer les gens alibaba protege le vendeur grace a toute sorte d'arnaque automatisée , bref site d'escroc j'ai perdu des millier d' euros sur 2 commande.et j'attend de recevoir la troisieme.... mais je n'espere plus"
255,augmentation de prix et service client nul,1,2020-12-21 00:00:00+00:00,"envoie d'un colis dans un transporteur a shenzen pour un devis de 222 usd, arrivé la bas l'agent en profite pour augmenter le prix a 278 usd, alibaba est contacter et s'en fou complètement que les transporteur augmentent leurs prix quand ils sont arrivés dans leurs entrepôt. site a fuir et les transporteur chinois a fuir aussi",Negative,Customer Service,0,"augmentation de prix et service client nul envoie d'un colis dans un transporteur a shenzen pour un devis de 222 usd, arrivé la bas l'agent en profite pour augmenter le prix a 278 usd, alibaba est contacter et s'en fou complètement que les transporteur augmentent leurs prix quand ils sont arrivés dans leurs entrepôt. site a fuir et les transporteur chinois a fuir aussi"
256,Very good service,5,,Very good service. Very professional.,Negative,Customer Service,1,Very good service Very good service. Very professional.
257,Livraison incomplète,1,2020-12-13 00:00:00+00:00,"Sur 2 commandes, une partie des articles n’ont pas été livrés, et il est très compliqué de faire une réclamation.... quand enfin on parvient à la faire, on reçoit comme réponse que l’affaire est classée!!!",Negative,Customer Service,0,"Livraison incomplète Sur 2 commandes, une partie des articles n’ont pas été livrés, et il est très compliqué de faire une réclamation.... quand enfin on parvient à la faire, on reçoit comme réponse que l’affaire est classée!!!"
258,Cette entreprise sur Alibaba est une…,1,,"Cette entreprise sur Alibaba est une arnaque. 

!! Ningbo Biumart E-Commerce Co., Ltd. !!

J'attend depuis plus d'un mois qu'il me donne certain document pour dédouaner mon colis. Mais il ne me réponde pas. Et pour l'instant, je n'arrive pas à me faire rembourser avec Alibaba !

!!! Biumart !!!

-------------------------------

This business on Alibaba is a scam.

!! Ningbo Biumart E-Commerce Co., Ltd. !!

I have been waiting for more than a month for him to give me certain document to clear my package. But he doesn't answer me. And so far, I can't get my money back with Alibaba! 

!! Biumart !!",Negative,Shipping,0,"Cette entreprise sur Alibaba est une… Cette entreprise sur Alibaba est une arnaque. 

!! Ningbo Biumart E-Commerce Co., Ltd. !!

J'attend depuis plus d'un mois qu'il me donne certain document pour dédouaner mon colis. Mais il ne me réponde pas. Et pour l'instant, je n'arrive pas à me faire rembourser avec Alibaba !

!!! Biumart !!!

-------------------------------

This business on Alibaba is a scam.

!! Ningbo Biumart E-Commerce Co., Ltd. !!

I have been waiting for more than a month for him to give me certain document to clear my package. But he doesn't answer me. And so far, I can't get my money back with Alibaba! 

!! Biumart !!"
259,escroquerie sur Alibaba,1,2020-12-02 17:41:20+00:00,"Bonsoir,
J'ai regler deux commandes via ALIBABA est depuis le mois de mai 2019 je n'ai plus de nouvelles du fournisseur et Alibaba ""me brode"" avec des réponses qui n'aboutissent à rien... Résultat 8900 dollars de perdu ... Merci Alibaba",Negative,Customer Service,0,"escroquerie sur Alibaba Bonsoir,
J'ai regler deux commandes via ALIBABA est depuis le mois de mai 2019 je n'ai plus de nouvelles du fournisseur et Alibaba ""me brode"" avec des réponses qui n'aboutissent à rien... Résultat 8900 dollars de perdu ... Merci Alibaba"
260,Les prix change une fois la commande…,1,2020-11-28 16:23:15+00:00,"Les prix change une fois la commande effectuer , et quand on demande un remboursement car le prix (qu'on a deja payé) ne convient plus , ils rembourse qu'une partie car ""apparemment"" la banque du fournisseur prend des frais ... 
quelle bande d'arnaqueur ..site a fuir si votre commande dépasse les 100euros",Negative,Customer Service,0,"Les prix change une fois la commande… Les prix change une fois la commande effectuer , et quand on demande un remboursement car le prix (qu'on a deja payé) ne convient plus , ils rembourse qu'une partie car ""apparemment"" la banque du fournisseur prend des frais ... 
quelle bande d'arnaqueur ..site a fuir si votre commande dépasse les 100euros"
261,Perfect,5,,Perfect. Just intructions were missing,Negative,Uncategorized,1,Perfect Perfect. Just intructions were missing
262,"Bonjour, le vendeur véreux est Konka Manufactory Appliances Store cautionné par AlyExpress. A ce jour, je n'ai toujours pas reçu le remboursement de mon argent. Pouvez-vous m'aider?",1,2020-11-27 00:00:00+00:00,"Bonjour, J'ai acheté un Rice Cooker depuis le mois d'Août dernier et je n'ai jamais été livré. Quand j'interroge le vendeur il me prétexte que le colis est retenu par les douanes locales: or, j'ai fait des recherches et il semblerait que la marchandise était retournée à l'expéditeur depuis le 5/10/2020 pour faute de facture. Depuis, je me bats pour avoir ce document: les services de Chronopost en a besoin pour diriger l'enquête. Ce vendeur fait "" l'autruche"" et je n'ai toujours pas été remboursé Que faire",Negative,Customer Service,0,"Bonjour, le vendeur véreux est Konka Manufactory Appliances Store cautionné par AlyExpress. A ce jour, je n'ai toujours pas reçu le remboursement de mon argent. Pouvez-vous m'aider? Bonjour, J'ai acheté un Rice Cooker depuis le mois d'Août dernier et je n'ai jamais été livré. Quand j'interroge le vendeur il me prétexte que le colis est retenu par les douanes locales: or, j'ai fait des recherches et il semblerait que la marchandise était retournée à l'expéditeur depuis le 5/10/2020 pour faute de facture. Depuis, je me bats pour avoir ce document: les services de Chronopost en a besoin pour diriger l'enquête. Ce vendeur fait "" l'autruche"" et je n'ai toujours pas été remboursé Que faire"
263,Arnaque,1,2020-11-18 23:12:57+00:00,"des vendeurs et arnaqueurs soutenus par Alibaba 
j'ai acheté un produit qui ne ressemble pas à ce qui montre sur leur site.
ils font exprès de bloquer l'ajout des photos et de on peut pas valider le commentaire, donc les gens se font avoir quand ils ne trouvent pas d'Avis négatif
et ces arnaqueurs continuent à vendre leurs faux produit",Negative,Marketplace,0,"Arnaque des vendeurs et arnaqueurs soutenus par Alibaba 
j'ai acheté un produit qui ne ressemble pas à ce qui montre sur leur site.
ils font exprès de bloquer l'ajout des photos et de on peut pas valider le commentaire, donc les gens se font avoir quand ils ne trouvent pas d'Avis négatif
et ces arnaqueurs continuent à vendre leurs faux produit"
264,Smooth transaction,5,2020-11-13 04:58:19+00:00,"Smooth transaction
Will buy again ;)",Negative,Uncategorized,1,"Smooth transaction Smooth transaction
Will buy again ;)"
265,Tout simplement parfait !,5,,"Très bon vendeur , attentif et serviable . Le vendeur répond rapidement à vos questions . Les produits sont de qualité , le service est remarquable . Je conseille vivement cette entreprise pour son sérieux et sa serviabilité .",Positive,Customer Service,1,"Tout simplement parfait ! Très bon vendeur , attentif et serviable . Le vendeur répond rapidement à vos questions . Les produits sont de qualité , le service est remarquable . Je conseille vivement cette entreprise pour son sérieux et sa serviabilité ."
266,Très déçu j'ai acheté de montre,1,2020-10-23 00:00:00+00:00,"Très déçu j'ai acheté de montre ! Les deux ne fonctionne pas . J'ai fait changer les 2 pile rien , j'ai fait plusieurs vidéos envoyé au service clients et mail, pas une réponse ! ni le vendeur ( numéro commande 54479687001023406) 38,78€.
Je déconseille d'acheter sur ce site Alibaba , mois c'est la première et la dernière . ( Il sont pas honnête ) .et le service client nuls .",Negative,Customer Service,0,"Très déçu j'ai acheté de montre Très déçu j'ai acheté de montre ! Les deux ne fonctionne pas . J'ai fait changer les 2 pile rien , j'ai fait plusieurs vidéos envoyé au service clients et mail, pas une réponse ! ni le vendeur ( numéro commande 54479687001023406) 38,78€.
Je déconseille d'acheter sur ce site Alibaba , mois c'est la première et la dernière . ( Il sont pas honnête ) .et le service client nuls ."
267,ALIBABA site auquel il ne faut pas vous…,1,2020-11-02 13:06:22+00:00,ALIBABA site auquel il ne faut pas vous fiez ne prenez pas d assurance il ne rembourse rien se moque des clients vous demandes des masses de renseignements mais vous dit qu'il ne faut rien attendre d eux. Les chinois dans toute leur splendeur. Ne contrôle rien et sont les meilleurs commanditaire de contrefaçon. J ai un litige avec qui trouveras aucune solution. Société a éviter a tout prix comme le commerce avec la chine.,Negative,Customer Service,0,ALIBABA site auquel il ne faut pas vous… ALIBABA site auquel il ne faut pas vous fiez ne prenez pas d assurance il ne rembourse rien se moque des clients vous demandes des masses de renseignements mais vous dit qu'il ne faut rien attendre d eux. Les chinois dans toute leur splendeur. Ne contrôle rien et sont les meilleurs commanditaire de contrefaçon. J ai un litige avec qui trouveras aucune solution. Société a éviter a tout prix comme le commerce avec la chine.
268,KingBrite Led Grow Light LM301H,5,,KingBrite is the best supplier on Alibaba for Led Grow Light LM301H,Negative,Uncategorized,1,KingBrite Led Grow Light LM301H KingBrite is the best supplier on Alibaba for Led Grow Light LM301H
269,CONFIANCE ABSOLUE,4,2020-10-26 06:23:50+00:00,"J'ai le même niveau de confiance avec Alibaba qu'avec Amazon ou Ebay, ils sont tous les mêmes pour moi, cependant l'implémentation et l'aspect visuel du site me déroutent parfois un peu.",Negative,Marketplace,1,"CONFIANCE ABSOLUE J'ai le même niveau de confiance avec Alibaba qu'avec Amazon ou Ebay, ils sont tous les mêmes pour moi, cependant l'implémentation et l'aspect visuel du site me déroutent parfois un peu."
270,Demande de remboursement,1,,"J'ai commandé des articles, PS4 pro 1To qui étaient en promotion, c'est-à-dire, tu achètes 2, on t'en offre 1 de plus, avec 15 jeux par console et 2 controleurs. J'ai payé pour 2 consoles, c'est-à-dire 300$ et le fournisseur me dit qu'il y a une erreur sur mon colis. Au lieu de 3, on a mis 15 articles et que je devais payer l'excédent. J'envoie les 200$ qu'ils avaient demandé, le fournisseur m'ecrit en disant que mes articles n'étaient pas enregistrés au Cuba, lieu de transit des articles à la compagnie maritime, et que je devais ajouter 300$. C'est de l'arnaque ça! Pour une erreur commise par eux, c'est moi qui dois en patir? J'exige d'être remboursée. Au total vous devez me rembourser mes 500$. Vous êtes des arnaqueurs!!! Et sachez que moi je suis africaine, bantoue. Chez moi, on ne badine pas avec l'argent de la sueur d'une personne. Vois êtes avertis. La société se nomme ""Valve Corporation"". Remboursez moi où je vous montrerai de quoi les africains sont capables.",Negative,Customer Service,0,"Demande de remboursement J'ai commandé des articles, PS4 pro 1To qui étaient en promotion, c'est-à-dire, tu achètes 2, on t'en offre 1 de plus, avec 15 jeux par console et 2 controleurs. J'ai payé pour 2 consoles, c'est-à-dire 300$ et le fournisseur me dit qu'il y a une erreur sur mon colis. Au lieu de 3, on a mis 15 articles et que je devais payer l'excédent. J'envoie les 200$ qu'ils avaient demandé, le fournisseur m'ecrit en disant que mes articles n'étaient pas enregistrés au Cuba, lieu de transit des articles à la compagnie maritime, et que je devais ajouter 300$. C'est de l'arnaque ça! Pour une erreur commise par eux, c'est moi qui dois en patir? J'exige d'être remboursée. Au total vous devez me rembourser mes 500$. Vous êtes des arnaqueurs!!! Et sachez que moi je suis africaine, bantoue. Chez moi, on ne badine pas avec l'argent de la sueur d'une personne. Vois êtes avertis. La société se nomme ""Valve Corporation"". Remboursez moi où je vous montrerai de quoi les africains sont capables."
271,great product !!!!!!,5,,great product !!!!!!,Neutral,Uncategorized,1,great product !!!!!! great product !!!!!!
272,Bonne transaction avec Anping county…,4,2020-10-03 08:19:08+00:00,Bonne transaction avec Anping county Yize Metal,Neutral,Uncategorized,1,Bonne transaction avec Anping county… Bonne transaction avec Anping county Yize Metal
273,Better than amazon or cdiscount.,5,,Better than amazon or cdiscount.,Negative,Marketplace,1,Better than amazon or cdiscount. Better than amazon or cdiscount.
274,Je vie un véritable cauchemars avec…,1,2020-09-14 11:15:53+00:00,"Je vie un véritable cauchemars avec Alibaba ,une escroquerie de 3200 euro le vendeur un skamer ne répond plus à mes demandes normal !! ,bien sur Alibaba ne fais rien ,on se demande si il y à quelqu'un chez eu qui prenne au sérieux les clients  
pour temps classer OR par Alibaba  ,je viens de voir qu'il à ouvert un autre site avec l'aval d’Alibaba 
franchement je ne sais plus ou me tourner
attention
Nom edmis lavras sia auto fons Lettonie 
Nom edmis lauras  fixparts Allemagne
scamer très dangereux",Neutral,Customer Service,0,"Je vie un véritable cauchemars avec… Je vie un véritable cauchemars avec Alibaba ,une escroquerie de 3200 euro le vendeur un skamer ne répond plus à mes demandes normal !! ,bien sur Alibaba ne fais rien ,on se demande si il y à quelqu'un chez eu qui prenne au sérieux les clients  
pour temps classer OR par Alibaba  ,je viens de voir qu'il à ouvert un autre site avec l'aval d’Alibaba 
franchement je ne sais plus ou me tourner
attention
Nom edmis lavras sia auto fons Lettonie 
Nom edmis lauras  fixparts Allemagne
scamer très dangereux"
275,Bon site,5,2020-09-12 15:15:17+00:00,"Bon site, intermédiaire efficace avec des laboratoires chinois.",Negative,Marketplace,1,"Bon site Bon site, intermédiaire efficace avec des laboratoires chinois."
276,Démarche frauduleuse,1,2020-08-24 13:07:35+00:00,"Je me suis littéralement fait arnaquer sur ce site. J'ai acheté un produit pour analyse médicale suite à un appel d'offre. La société qui m'a répondu m'a adressé le certificat d'analyse mais je n'ai pas reçu le produit commandé, ce n'était pas ce produit qui était mentionné ni sur l'étiquette ni sur la facture et sur les documents douaniers. Pour des raisons de passage de douane, la société ne mentionnait pas le nom du produit. Je n'ai donc aucun moyen de vérifier s'il s'agit du produit commandé ou de la farine ! Ali Baba chez qui j'avais pourtant contracté une assurance m'a octroyé la moitié seulement du montant à titre généreux. Le fournisseur m'a dit qu'il s'agissait bien du produit, je n'avais qu'à le faire tester !!!! Bref grosse arnaque.",Negative,Marketplace,0,"Démarche frauduleuse Je me suis littéralement fait arnaquer sur ce site. J'ai acheté un produit pour analyse médicale suite à un appel d'offre. La société qui m'a répondu m'a adressé le certificat d'analyse mais je n'ai pas reçu le produit commandé, ce n'était pas ce produit qui était mentionné ni sur l'étiquette ni sur la facture et sur les documents douaniers. Pour des raisons de passage de douane, la société ne mentionnait pas le nom du produit. Je n'ai donc aucun moyen de vérifier s'il s'agit du produit commandé ou de la farine ! Ali Baba chez qui j'avais pourtant contracté une assurance m'a octroyé la moitié seulement du montant à titre généreux. Le fournisseur m'a dit qu'il s'agissait bien du produit, je n'avais qu'à le faire tester !!!! Bref grosse arnaque."
277,Arnaque dans ce site,1,2020-08-23 17:27:28+00:00,"J ai commandé  plusieurs articles  sur ce site les deux premiers  fois j ai les reçu  en retard mais la dernière  fois je n ai rien reçu  et sur le site c est marqué  que les produits sont livrés,  j ai essayé  de les contacter  et j ai fait des litiges  , mais eux ils veulent  rien savoir  et ils ont mis que j ai reçu les produits . Je fais plus de commande  dans ce site , c est le vol assuré",Negative,Customer Service,0,"Arnaque dans ce site J ai commandé  plusieurs articles  sur ce site les deux premiers  fois j ai les reçu  en retard mais la dernière  fois je n ai rien reçu  et sur le site c est marqué  que les produits sont livrés,  j ai essayé  de les contacter  et j ai fait des litiges  , mais eux ils veulent  rien savoir  et ils ont mis que j ai reçu les produits . Je fais plus de commande  dans ce site , c est le vol assuré"
278,J'ai fais commendes plus 7000 dollars,1,2020-08-18 22:51:46+00:00,"J'ai fais commendes plus 7000 dollars, j'ai toujours pas reçu et les vendeurs me demandent de pays encore etc. Je suis perdu vous pouvez m'aider svp",Negative,Uncategorized,0,"J'ai fais commendes plus 7000 dollars J'ai fais commendes plus 7000 dollars, j'ai toujours pas reçu et les vendeurs me demandent de pays encore etc. Je suis perdu vous pouvez m'aider svp"
