title,rating,date,body,sentiment,category,month_year,satisfied
Matériel conforme et livraison très…,5,2024-06-17,Matériel conforme et livraison très rapide,Positive,Shipping,2024-06,1
jen suis tres contente ,5,2024-06-17,jen suis tres contente . et transport tres rapide ,Positive,Uncategorized,2024-06,1
Tout s'est mal passé..,1,2024-06-17,"Tout s'est mal passé... mauvais suivi de l'expédition, produit défectueux, vendeur malhonnête, et service après-vende Rakuten loin des standards des market places de renom. J'attends encore la fin de résolution de ce litige.",Neutral,Customer Service,2024-06,0
 Très bonne affaire,5,2024-06-17,Envoi rapide du produit neuf par le fabricant seb à un prix inférieur au prix officiel. ,Positive,Shipping,2024-06,1
Suis satisfait de mon dernier achat,5,2024-06-17,"Suis satisfait de mon dernier achat, réactivité et qualité ",Positive,Uncategorized,2024-06,1
Très bonne expérience ,5,2024-06-17,Très bonne expérience ! Rapide et soigné ,Positive,Uncategorized,2024-06,1
Grand choix et sérieux de Rakuten,5,2024-06-17,Grand choix et sérieux de Rakuten,Positive,Uncategorized,2024-06,1
"Transaction aisée, comme toujours",5,2024-06-09,Communication aisée avec mon acheteur.,Positive,Uncategorized,2024-06,1
Vendeur sérieux.,5,2024-06-17,"
Vendeur sérieux.",Positive,Uncategorized,2024-06,1
Un délai de route interminable,1,2024-06-17,Le produit à mis plus de 10 jours pour arriver,Neutral,Marketplace,2024-06,0
Bon prix et livraison ok,5,2024-06-17,Bon prix et livraison ok,Positive,Shipping,2024-06,1
Premier achat via Rakuten pour ma part,5,2024-06-17,"Premier achat via Rakuten pour ma part. Site pratique, m'a permit de trouver un article plus disponible ailleurs. Transaction sans problème.",Positive,Customer Service,2024-06,1
Facile pour trouver ce que l'on…,5,2024-06-17,"Facile pour trouver ce que l'on cherche, vendeur rapide super ",Positive,Uncategorized,2024-06,1
Parfait tout simplement.,5,2024-06-17,Parfait tout simplement.,Positive,Uncategorized,2024-06,1
colis bien arrivé,5,2024-06-17,"colis bien arrivé, bien emballé",Positive,Shipping,2024-06,1
Parfait,5,2024-06-17,"Produit conforme au descriptif
Rapport qualité prix très intéressant
",Positive,Marketplace,2024-06,1
Cashback a perfectionner ,4,2024-06-17,"Utilisation du Cashback, reste trop aléatoire et difficile à comprendre",Positive,Uncategorized,2024-06,1
très bons délais de livraison,5,2024-06-17,très bons délais de livraison ,Positive,Shipping,2024-06,1
Dans les délais et bien reçu,5,2024-06-17,Dans les délais et bien reçu ,Positive,Shipping,2024-06,1
choix des produit,4,2024-06-17,"choix des produit, prix et frais de livraison correct.",Positive,Shipping,2024-06,1
Merci,5,2024-06-17,"Merci, cela s'est très bien passé, ils ne paient pas le vendeur tant que nous n'avons pas vérifié que le produit correspondait. C'est sécurisant avec les reconditionnés et occasion ""cachés"". On a validé et tout le monde était content.",Positive,Marketplace,2024-06,1
Très bonne expérience,5,2024-06-17,Très bonne expérience ,Positive,Uncategorized,2024-06,1
Très bel article,5,2024-06-17,Je suis très satisfaite de mon sachant qui répond à mon attente et qui correspond à la description ,Positive,Uncategorized,2024-06,1
Samsung S24 ultra,5,2024-06-17,"Produit impeccable et à prix imbattable. Le seul bémol aura été la livraison qui n'a pas été très facile, il n'y avait pas eu la possibilité de choisir dès le début un point relais.",Positive,Shipping,2024-06,1
Parfait ,5,2024-06-17,Envoi rapide et prix attractif,Positive,Shipping,2024-06,1
top niveau !!,5,2024-06-17,top niveau !!,Positive,Uncategorized,2024-06,1
je commande auprés de Rakuten depuis…,5,2024-06-16,"je commande auprés de Rakuten depuis quelque temps 
et ça s'est toujours bien passè  ",Positive,Customer Service,2024-06,1
Simple et ultra efficace,5,2024-06-17,"Malgré un aspect simpliste du site, le suivi, les informations, tout ce dont on a besoin est disponible. De nombreux site concurrents ferait bien de s’en inspirer! LOL",Positive,Marketplace,2024-06,1
Tout a été parfait,5,2024-06-17,Tout a été parfait ,Positive,Uncategorized,2024-06,1
Site à recommander,5,2024-06-17,Site sérieux aussi bien pour la commande et la livraison du lave vaisselle,Positive,Customer Service,2024-06,1
Parfait pour la qualité du produit et…,5,2024-06-17,Parfait pour la qualité du produit et délai de livraison respecté,Positive,Shipping,2024-06,1
Satisfaite du visionnement de ce très…,5,2024-06-17,"Satisfaite du visionnement de ce très beau téléfilm acquis a un prix raisonnable.
Je confesse que je possédais ce coffret et lors du dernier visionnement un problème était survenu m'empêchant de regarder les 3/4 du troisième épisode ... Alors !... Merci.... ",Positive,Customer Service,2024-06,1
Bon achat,4,2024-06-17,"Appareil de qualité conforme à l'annonce, facture fournie. Expédition faite rapidement après commande.
Par contre, manque du câble usb.",Positive,Customer Service,2024-06,1
Collec,5,2024-06-17,Envoi très bien gérer payement effectuer après réception de la marchandise vraiment serieux,Positive,Shipping,2024-06,1
Livraison En Temps ⌛️ et heure ,5,2024-06-17,Livraison En Temps ⌛️ et heure ! 👏,Positive,Shipping,2024-06,1
Respect du délai de livraison,5,2024-06-17,"Respect du délai de livraison
Suivi bien détaillé 
Emballage très bien soigné ",Positive,Shipping,2024-06,1
Four micro onde très bien ,5,2024-06-17,Expédition rapide article très bon rapport prix ,Positive,Shipping,2024-06,1
Très satisfait ,5,2024-06-08,Des ma découverte de rakuten pour l'achat de produis d'occasion je me suis servie 3 fois. Nottament pour un ordinateur professionnel et logiciels et je suis très satisfait. ,Positive,Electronics,2024-06,1
Vendeur non sérieux sur le site et pas d'assistance ,1,2024-06-18,"Livraison sans signature. Téléphone défectueux mais plus moyen de faire appel à rakuten pour la garantie car on ne peut faire qu'une réclamation et j'en avais fait une concernant la livraison avant de savoir que le colis était chez mon voisin. J'ai contacté le vendeur qui dit de renvoyer le téléphone mais ne répond plus quand je demande si je serai remboursée à la réception du téléphone et rkuten qui m'envoie un mail pour dort que j'ai seulement 3 jours pour trouver un accord..
Le chat bit dit les horaires pour côté acter un ambassadeur du site mais pas le numéro de téléphone pour le faire. Question posée plusieurs oise et achaque fois cadre du message de réponse vide!
La cerise sur le gâteau, j'ai choisi une société française pour être sur d'avoir un téléphone qui ne vienne pas de chine et mon téléphone vient de chine. Info donnée après achat. 
Rakuten devrait vérifier le sérieux des vendeurs et avoir une vraie assistance ",Neutral,Electronics,2024-06,0
Toujours satisfaite. Excellent rapport qualité prix ,5,2024-06-08,"Grâce à Rakuten, je peux obtenir des livres à prix réduit ce qui me permet d’en offrir régulièrement à mes enfants ",Positive,Uncategorized,2024-06,1
Colis qui devrait être livré sous 72 h…,4,2024-06-08,"Colis qui devrait être livré sous 72 h en attente 2 semaines 
Et a ce jour toujours pas reçu?",Positive,Shipping,2024-06,1
Commande rapide,5,2024-06-10,"Commande rapide, merci",Positive,Customer Service,2024-06,1
Facilité d'utilisation du site ,4,2024-06-16,"Utilisation facile du site.
Moteur de recherche satisfaisant
Fiabilité des descriptions des articles qui sont conformes à la réalité.
Juste un bug récurrent qui indique que mon adresse mail n'est pas correcte alors qu'elle l'est.
",Positive,Marketplace,2024-06,1
Prix vraiment canons !,5,2024-06-08,Prix vraiment canons !,Positive,Uncategorized,2024-06,1
Merci,5,2024-06-16,Parfait merci            ,Positive,Uncategorized,2024-06,1
"Le produit est arrivé conforme à la demande, rapidement, emballé soigneusement et moins onéreux que les autres fournisseurs. Le produit est arrivé conforme à la…",5,2024-06-16,"Le produit est arrivé conforme à la demande, rapidement, emballé soigneusement et moins onéreux que les autres fournisseurs. ",Positive,Marketplace,2024-06,1
Téléphone,5,2024-06-17,Est ce que les téléphones reconditonné sont bien car j'hésite a m'en prendre un mais je ne sais pas si cela est fiable ,Positive,Electronics,2024-06,1
Le TOP à tous les niveaux ,5,2024-06-16,"Le choix, des avis sur les produits,des conseils des pro,des tarifs imbattables, le TOP
J'ai pu me faire plaisir avec le Samsung Galaxy Z FLIP 5 alors que je n'osais y penser vu le prix initial 
Merci à RAKUTEN et le réseau PRO  performant 
Téléphone génial reçu dans le délai le plus court annoncé dans un emballage nickel hyper protégé ",Positive,Electronics,2024-06,1
Achat d'un livre,5,2024-06-07,"Lors de la transaction, tout a été simple et efficace",Positive,Uncategorized,2024-06,1
Satisfait,5,2024-06-16,RAS livraison dans les délais,Positive,Shipping,2024-06,1
Vendeur fiable,5,2024-06-08,Vendeur fiable. Envoi rapide.,Positive,Shipping,2024-06,1
La livraison a été effectuée dans les…,4,2024-06-16,"La livraison a été effectuée dans les délais impartis.
Très bon rapport qualité prix ",Positive,Shipping,2024-06,1
Produits conformes à la description.,4,2024-06-16,"Produits conformes à la description.
",Positive,Marketplace,2024-06,1
VOL Iphone 15 Pro,1,2024-06-05,"Jusqu'à présent je n'avais eu aucun problème avec eux parce que j'ai toujours reçu ce que j'ai commandé, mais là petit problème lors de la commande d'un iPhone 15 pro 256gb, celui ci a été volé avant emballage et il a été remplacé par un vulgaire jouet, qui ressemble, à un IPhone 15 pro mais factice. Bien entendu le vendeur ""Castelloshop"" (pourtant bien noté sur leur plateforme) et Rakuten ne sont pas d'accord. Mais maintenant qu'il y a un problème après plusieurs jours passé, messages avec photos, vidéo, demande de bloqué l'IPhone avec son IMEI c'est gens là font comme ci de rien n'était, et aucun remboursement ou remplacement de leur part. Limite c'est moi le fautif. Ce sont des voleurs et des arnaqueurs je vais porter plainte contre eux deux. je fini par ne pas vous recommander cette plateforme, car lorsque vous aurez un problème ne sera pas à vôtre avantage.
Rakuten si tu lis ce message j'en ai pas fini avec toi.",Neutral,Electronics,2024-06,0
En cas de retour vous l'aurez dans l'os,1,2024-06-17,"Effectivement niveau prix ils sont imbattables, mais alors quand vous avez un soucis avec votre téléphone dans mon cas, ce n'est plus la même.  J'ai dû le renvoyé car au bout de 3 mois seulement pas mal de beug, sauf qu'une fois arrivé en Chine plus aucune nouvelle de mon vendeur malgré moulte relances, le sav rakuten me dit que ce n'est pas de leur ressort car c'est au vendeur d'assurer la garantie du matériel, ce qui est vrai, sauf que les vendeurs une fois qu'ils ont trop de sav , ferme leur compte , et en rouvre un autre sous un autre nom, par conséquent,  je n'ai plus de téléphone, mon argent ne me sera jamais remboursé,  et rakuten qui n'en a mais alors rien à battre de mon problème, j'ai d'ailleurs pu constaté sur certains site que je suis loin d'être un cas isolé,  maintenant , vous ne pourrez pas dire que vous ne saviez pas . ",Neutral,Electronics,2024-06,0
Arnaque ,1,2024-06-17,Faites attention aux vendeurs étrangers sur rakuten,Neutral,Uncategorized,2024-06,0
J'achète depuis de nombreuses années…,5,2024-06-16,J'achète depuis de nombreuses années chez Rakuten. Les livraisons sont toujours ponctuelles et les vendeurs sont à l'écoute des clients ,Positive,Customer Service,2024-06,1
excellent expérience,5,2024-06-16,"excellent expérience
en plus nous bénéficions de points pour les prochaines commandes
",Positive,Customer Service,2024-06,1
Parfait.,5,2024-06-16,"Parfait à tous points de vue: délai,livraison,produit.",Positive,Shipping,2024-06,1
Commande …,5,2024-06-16,Top pas eu de soucis avec la commande et matériel conforme à ce que j'ai commandé .,Positive,Customer Service,2024-06,1
Efficace,5,2024-06-16,"Clair, rapide, efficace...",Positive,Uncategorized,2024-06,1
Belle presentation ,5,2024-06-16,"Bonjour,
Il s’agissait d’un cadeau pour la fête des pères.
Trois bouteilles de vin avec une belle présentation. Difficile d’en dire plus.",Positive,Uncategorized,2024-06,1
Excellente transaction.,5,2024-06-16,"Excellente transaction.
Livre en bon état rapidement expédié et reçu.
",Positive,Uncategorized,2024-06,1
Rapide livraison,4,2024-06-06,Rapide livraison,Positive,Shipping,2024-06,1
Très bien,5,2024-06-16,Très bien. rien à dire. À recommander ,Positive,Customer Service,2024-06,1
Tout s'est déroulé simplement,5,2024-06-16,"Tout s'est déroulé simplement, vendeur très sérieux, expédition et réception ultra rapide.
Vélo top, puissant, réactif et très plaisant à conduire ! ",Positive,Shipping,2024-06,1
Produits d'un très bon rapport qualité…,5,2024-06-16,"Produits d'un très bon rapport qualité prix.
Livraison rapide.
Frais de livraison d'un bon rapport qualité prix.
Site ergonomique, produits faciles à trouver.",Positive,Shipping,2024-06,1
Super service 😀 ,5,2024-06-16,Super service 😀 Article en très bon état. Merci pour tout 😍,Positive,Customer Service,2024-06,1
Satisfait ,5,2024-06-16,Satisfaisant et sérieux.,Positive,Uncategorized,2024-06,1
Bonne expérience …,5,2024-06-16,"J’ai trouvé exactement le produit que je cherchais, à un très bon prix. De plus, je l’ai reçu très rapidement.",Positive,Marketplace,2024-06,1
PARFAIT DELAI QUALITE TOUT EST BON,5,2024-06-10,PARFAIT DELAI QUALITE TOUT EST BON,Positive,Uncategorized,2024-06,1
ils disent et ils font ,5,2024-06-08,"ils disent et ils font , rien à redire !",Positive,Uncategorized,2024-06,1
Très satisfait bravo les pro.,5,2024-06-16,"Super contact du dialogue des vendeurs pro comme ont les aimes et qui connaissent bien ce qu'il propose .
Je recommande vivement .
",Positive,Customer Service,2024-06,1
Livraison beaucoup trop longue,2,2024-06-16,Livraison beaucoup trop longue,Neutral,Shipping,2024-06,0
Envoie rapide et efficace,5,2024-06-16,Envoie rapide et efficace ,Positive,Shipping,2024-06,1
J’ai acheté un pc d’une valeur de 2400€…,1,2024-06-17,"J’ai acheté un pc d’une valeur de 2400€ sur Rakuten (qu’elle erreur..), pc reçu avec clavier défectueux, le constructeur ne peux rien faire donc je le renvoi, message de rakuten : Remboursement dans 72h (le 07/06/24), le 17/06/24 toujours rien et quand je contact le service client on me baratine que ça va arriver dans les ""meilleurs délais“, ne donne pas de date lorsque j’attend depuis un moment, c’est une arnaque ce site ! Je dépose plainte dès aujourd’hui car c’est de l’abus de confiance et du vole 😡😡 Fuyez ce site.",Neutral,Customer Service,2024-06,0
Site fiable,5,2024-06-16,"Site fiable, transaction rapide. Produits achetés toujours conforme. Je recommande ce site une belle alternative à Amazon ",Positive,Customer Service,2024-06,1
2 livres commandés,1,2024-06-16,"2 livres commandés, chez 2 vendeurs différents. 1 arrivé OK en 1 semaine (Gobert…), l'autre c'est zéro, aucune communication, 3 semaines de délai et toujours rien qui arrive (entre Pau et Toulouse c'est clair que y'a au moins 10 frontières, 15 douanes et 36 fuseaux horaires…). vendeur pas fiable ????",Positive,Shipping,2024-06,0
parfaitement bien,5,2024-06-16,parfaitement bien,Positive,Uncategorized,2024-06,1
Vendeur sérieux,5,2024-06-08,"Vendeur sérieux, envoi rapide, produit conforme ",Positive,Shipping,2024-06,1
Bonne ,5,2024-06-16,Excellente expérience ,Positive,Uncategorized,2024-06,1
ras tout marche bien,4,2024-06-08,"colis reçu en temps et en heure , ras",Positive,Shipping,2024-06,1
Le livre a été expédié très rapidement,5,2024-06-16,"Le livre a été expédié très rapidement. Tout s est bien passé 

",Positive,Uncategorized,2024-06,1
Produit et livraison impeccable,5,2024-06-16,Produit et livraison impeccable ,Positive,Shipping,2024-06,1
Réactivité,5,2024-06-16,"Réactivité, expédition rapide et soignée.",Positive,Shipping,2024-06,1
Super site.,5,2024-06-16,Assistance rapide et bon produits.,Positive,Marketplace,2024-06,1
Très bien  et délai respecté,5,2024-06-08,Très bien  et délai respecté ,Positive,Shipping,2024-06,1
Prix attractifs mais expérience décevante,2,2024-06-16,"Prix attractifs mais expérience variable selon les vendeurs. 
Si certains font des efforts et soignent leur envoi, d’autres ne répondent pas aux messages; n’emballent pas correctement les articles; ne réagissent plus une fois les réclamations envoyées concernant des articles détériorés. 
Quid concernant les dédommagements consentis une fois le service client impliqué. 
À noter qu’un de mes colis a en plus été déposé dans un autre point relais (bien plus éloigné évidemment !) que celui choisi. 
L’expérience n’est pas heureuse. 
Même si chaque transaction est différente en fonction de l’article; du vendeur; du transport; du déroulé de l’expédition et de la livraison; je reste peu convaincu et ne recommande pas le site pour la seconde main. ",Positive,Customer Service,2024-06,0
Juste super !,5,2024-06-16,"La transaction était simple, rapide et efficace. Rien à redire. Je recommande fortement !",Positive,Customer Service,2024-06,1
Excellent,5,2024-06-16,Produit conforme et délai court,Positive,Shipping,2024-06,1
Livré aux dates prévues,5,2024-06-16,"Livré aux dates prévues, emballage respectueux des articles. Je valide.",Positive,Shipping,2024-06,1
3 Montre commandé chez le meme vendeur…,1,2024-05-31,3 Montre commandé chez le meme vendeur basé en chine montre jamais recu envoi avec des faux suivis Rakuten me demande de porter plainte demande leur envoyé la plainte avec plein d autre document comme si on etait coupable en tant que client platinim c'est fini des achat sur rakuten.Demandé d aller porter plainte en Gendarmerie pour 3 montre non reçu c'est une honte allez demandé des explication au vendeur dabortd!!!Je partage mon avis evité de tomber dans le meme piege..Commande numero 843626459 et 843420076.De toute façon Remboursé ou pas je deconseille a tout le monde votre site.Je perderais 200 euros mais vous beaucoup plus..,Neutral,Customer Service,2024-05,0
Prix intéressant ,5,2024-06-06,Prix très intéressant ,Positive,Uncategorized,2024-06,1
Excellent ,5,2024-06-08,Très content je recommande ,Positive,Customer Service,2024-06,1
La taille ne correspondait pas à la photo,3,2024-06-08,La taille du poupon commandé n'était pas précisé. La photo pouvez faire penser à plus grand. de ce fait l'objet reçu ne convient pas du tout et je vais le remettre en vente,Positive,Marketplace,2024-06,0
Ok bien reçu,5,2024-06-07,Ok bien reçu,Positive,Uncategorized,2024-06,1
nocommande de livresus avons commandé un livre et nous…,5,2024-06-12,nous avons commandé un livre et nous l'avons reçu très rapidement. ce livre est en très bon état.,Positive,Uncategorized,2024-06,1
jeu nexomon,5,2024-06-06,"bonne expérience jeu bien arrivée , bien emballer vraiment très satisfaite vendeur sérieux reçu dans les délais ",Positive,Shipping,2024-06,1
CD commandé de Laura Cox,4,2024-06-08,CD commandé de Laura Cox. Livraison rapide et cd en parfait état. Je recommande.,Positive,Customer Service,2024-06,1
erreur de frias de port,3,2024-06-08,"une ou deux propositions d'achat ou le prix du port a étét a mes frias ? expe normal, ou soit le livre a été mal jaugé en poids ou je ne sais pas , mes experditions proposées sont au frais du client en colissimo ou mondial relay, tjs aux frais de l'acheteur, merci",Positive,Shipping,2024-06,0
"Rien à dire, tout va bien.",4,2024-06-08,"Rien à dire, tout va bien.",Positive,Uncategorized,2024-06,1
Site très sérieux ,5,2024-06-08,Site internet très facile à utiliser. C'est très simple de passer une commande. Excellent descriptif du livre que j'ai acheté en très bon état comme mentionné dans l'annonce. Livre très bien emballé et expédié dans les délais. Site sérieux. Je recommande sans hésitation.,Positive,Customer Service,2024-06,1
Très bien,5,2024-06-08,"Envoi très rapide
Bon suivi",Positive,Shipping,2024-06,1
Livre en très bon état,5,2024-06-07,Livre en très bon état ,Positive,Uncategorized,2024-06,1
bien recu et bon etat,4,2024-06-08,bien recu et bon etat,Positive,Uncategorized,2024-06,1
Parfait !,5,2024-06-12,Parfait !! Livres neufs et livraison rapide,Positive,Shipping,2024-06,1
Merci,5,2024-06-08,"Cette commande de livre d'occasion a été traitée fort bien : livre en état correct, très bien emballé, et rapidement.
Donc, 5 étoiles à Rakuten ! ",Positive,Customer Service,2024-06,1
 Très bien ,5,2024-06-08,Très bien rapide et facile très satisfaite de mon achat et du vendeur,Positive,Uncategorized,2024-06,1
Livraison ultra-rapide,5,2024-06-07,"Livraison ultra-rapide, produit impeccable.",Positive,Shipping,2024-06,1
Transaction conforme à mes attentes,5,2024-06-08,Transaction conforme à mes attentes,Positive,Uncategorized,2024-06,1
Jamais le moindre problème,5,2024-06-07,"Jamais le moindre problème, articles correspondant parfaitement à leur description dans les annonces, délais d'envoi plus que corrects. Jusque là, tout a été parfait !",Positive,Customer Service,2024-06,1
Harnais de transport,5,2024-06-08,Envoi rapide.Article conforme,Positive,Shipping,2024-06,1
Parfait,5,2024-06-08,Parfait. Article correspondant. Ponctuel.,Positive,Marketplace,2024-06,1
Livres plats,4,2024-06-08,Bien dans l'ensemble sur 2 produits achetés ,Positive,Marketplace,2024-06,1
Rien,3,2024-06-08,"Rien, contre cette nouvelle ""commission"" protection acheteur",Neutral,Uncategorized,2024-06,0
ACHAT 3DSMAX ,5,2024-06-08,"J'ai commandé le logiciel 3DSMax. J'ai  reçu les instructions de téléchargement et de mise en route très rapidement et de manières claires et détaillées. 
 Bonne expérience je recommande.
",Positive,Customer Service,2024-06,1
erreur de livraison lors de ma derniere…,2,2024-06-08,"erreur de livraison lors de ma derniere commande
le colis n'avait pas à être déposé dans une boite aux lettres où ne figurait pas mon nom!",Neutral,Customer Service,2024-06,0
j'ai trouvé rapidement le livre…,5,2024-06-08,"j'ai trouvé rapidement le livre recherché et il m'a été expédié très vite, dans un emballage soigné et avec un petit mot",Positive,Uncategorized,2024-06,1
Aspects positifs ,5,2024-06-08,"Produit conforme,bonne protection,délais de livraison respecté, rien à redire.",Positive,Shipping,2024-06,1
Bonne alternative à d'autres sites de…,4,2024-06-08,"Bonne alternative à d'autres sites de vente, si ce n'est le peu ou même l'absence de photos et de description accompagnant les annonces. Le reste est conforme à ce qu'on peut attendre.",Positive,Marketplace,2024-06,1
Tout a été parfait,5,2024-06-06,"Tout a été parfait, mes relations avec vous, avec le vendeur et la qualité de mon achat est idéale.",Positive,Uncategorized,2024-06,1
Les frais pris par Rakuten sont trop…,3,2024-06-07,Les frais pris par Rakuten sont trop élevés. ,Neutral,Uncategorized,2024-06,0
Nous sommes surtout intéressés  par les livres et c'est rare que l'on ne trouve pas ces articles chez Rakuten c'était  le cas pourr notre dernier achat,5,2024-06-08,Nous avons découvert Rakuten il y a quelques années  et nous avons toujours satisfaction. En cas de non livraison Rakuten nous a remboursé rapidement. Ce sont des échanges honnêtes ,Positive,Customer Service,2024-06,1
Très satisfait,5,2024-06-08,"Expédition rapide, article bien reçu en excellent état ",Positive,Shipping,2024-06,1
Rapide ,5,2024-06-08,Rapide . Efficace et on trouve de tous ,Positive,Uncategorized,2024-06,1
Commande simple et rapide.,5,2024-06-08,"Commande simple et rapide.
Protection des acheteurs et ventes facile a mettre en œuvre grâce au système simple et efficace.",Positive,Customer Service,2024-06,1
parfait,5,2024-06-08,"oui, l'expérience a été bonne avec Rakuten, tout se déroule bien lors de l'achat et de la réception du colis.",Positive,Shipping,2024-06,1
Rapidité ,5,2024-06-08,"Rapidité 
Livraison
Tout est OK.. 
Néanmoins la recherche sur le site est très laborieuse et le dialogue avec le vendeur est restreint. ",Positive,Shipping,2024-06,1
La rapidité d'envoi et l'emballage…,4,2024-06-08,La rapidité d'envoi et l'emballage soigné ,Positive,Shipping,2024-06,1
Tres bon site d’achat ,4,2024-06-01,Tres bon site d’achat mais trop de frais pour vendre . Ont trouve de bonnes affaires smartphone et montre connecter. ,Positive,Electronics,2024-06,1
Très professionnel ,4,2024-06-08,J’ai très vite trouvé ce que je cherchais. La description du produit était fidèle et la livraison soignée et rapide. Je en peux que remercier le vendeur.,Positive,Shipping,2024-06,1
Dommage que les vendeurs pays…,5,2024-06-08,Dommage que les vendeurs pays maittenants les frais ,Positive,Uncategorized,2024-06,1
Déniché CD rare,5,2024-06-08,Je recherchais un CD ancien des années 90 grâce à votre réseau de vendeurs je l'ai trouvé sous emballage neuf,Positive,Uncategorized,2024-06,1
Article conforme à la commande,5,2024-06-08,"Article conforme à la commande, vendeur très réactif à la demande de renseignement. 
Merci",Positive,Customer Service,2024-06,1
Très satisfait envoi rapide matériel…,5,2024-06-08,Très satisfait envoi rapide matériel conforme à la description très bon suivi de l envoi,Positive,Shipping,2024-06,1
Manuel entretien Renault Express Diesel ,5,2024-06-12,"Je recherchais un manuel d'entretien pour mon véhicule vieux de plus de 35 ans et en ai trouvé un à vendre sur Rakuten. Je l'ai commandé, payé avec le port et reçu. Tout s'est bien passé. ",Positive,Uncategorized,2024-06,1
Bonne expérience,5,2024-04-24,"Bonne expérience, achat reçu rapidement. Article conforme ",Positive,Marketplace,2024-04,1
Jeu complet en bon état comme decrit,5,2024-06-15,Jeu complet en bon état comme decrit,Positive,Uncategorized,2024-06,1
A FUIR,1,2024-06-16,J'ai acheté un téléphone qui n'était pas neuf mais bien écrit neuf. le tactile ne fonctionne pas et le téléphone m'a coûté 270 €. Aucune aide aucun suivi vive l'arnaque.,Neutral,Electronics,2024-06,0
Livraison rapide,5,2024-06-07,"Livraison rapide, parfait ",Positive,Shipping,2024-06,1
"Plus que ravi de mon iPhone 15, Promax, authentique et neuf",5,2024-05-12,"Je suis ravie du choix des articles proposés par ce site, ainsi que les promotions offertes. J’ai pu trouver un iPhone 15 Promax neuf, authentique et moins cher que sur le marché. La livraison était rapide.",Positive,Electronics,2024-05,1
Recherche de livres,5,2024-06-07,J'ai trouvé chez Rakuten les livres que je cherchais depuis quelques temps.  ,Positive,Uncategorized,2024-06,1
Commande finalisée rapidement,4,2024-06-07,"Commande finalisée rapidement. En revanche, les conditions et le délai d'utilisation de la cagnotte ne sont pas assez gratifiants",Positive,Customer Service,2024-06,1
J’ai reçu mon téléphone très vite,5,2024-06-06,J’ai reçu mon téléphone très vite,Positive,Electronics,2024-06,1
Toujours une bonne expérience via…,5,2024-06-07,Toujours une bonne expérience via Raluten :) ,Positive,Uncategorized,2024-06,1
Avis d’ensemble sur Rakuten,3,2024-06-07,"Dans l’ensemble, le processus est bon…
En revanche, il y a des bémols à souligner.
Parfois, le produit est vendu comme « très bon » et c’est faux !!
Ce n’est pas toujours sérieux.
",Neutral,Marketplace,2024-06,0
Bande de voleurs chez Rakuten,1,2024-06-03,"Bande de voleurs chez Rakuten. Ils ne précisent pas que même pour pouvoir utiliser le porte-monnaie pour faire un achat après une vente, il faut quand même justifier de son identité, carte et photo à l'appui. Par contre ils demandent pas pour eux encaisser l'argent. De plus sur une vente de 10€, ils se gardent ""€. Cela non plus n'est pas clairement stipulé. En gros, un site à éviter !",Neutral,Marketplace,2024-06,0
Le produit livré n était pas le bon,4,2024-06-07,Le produit livré n était pas le bon. Le site n était pas intuitif pour que je sache comment le signaler.  Rakuten m a finalement aider à contacter le vendeur qui a accepté le renvoi du produit attendu,Positive,Customer Service,2024-06,1
Très bien merci !,5,2024-06-07,"Tout s’est très bien passé !
Le livre est arrivé rapidement dans l’état annoncé.
Merci !",Positive,Uncategorized,2024-06,1
Je suis toujours satisfaite pour toutes…,5,2024-06-07,Je suis toujours satisfaite pour toutes mes commandes ,Positive,Customer Service,2024-06,1
rien à dire service à la hauteur de mes…,5,2024-06-07,rien à dire service à la hauteur de mes espérances ,Positive,Customer Service,2024-06,1
samsung A55,5,2024-05-10,TOUT S'EST DÉROULE PARFAITEMENT TRÈS SATISFAIT ,Positive,Uncategorized,2024-05,1
satisfaite,5,2024-06-06,je ne peux que dire que j'ai été satisfaite du livre reçu ainsi que les delais d'envoi et le tarif.,Positive,Shipping,2024-06,1
Livraison parfaite le vendeur m’a…,5,2024-06-07,"Livraison parfaite le vendeur m’a prévenu du départ du Coli avec le numéro de colisimo (c’était pour un anniversaire) .
Je recommande ce site très pro.",Positive,Customer Service,2024-06,1
Escroquerie,1,2024-06-16,"j'ai commandé 2 téléphones sur un site marchant de Rakuten soit disant une version européenne.Les 2 téléphones sont en panne au bout de 4 mois. Je suis passé par Samsung pour la garantie qui m'indique que les téléphones ne sont pas sous garantie en Europe car ils sont destinés pour le marché Africain.
Impossible de joindre le vendeur et Rakuten ne fait rien.
Je me retrouve donc avec 2 téléphones inutilisables et dont je ne peux pas faire jouer la garantie.",Negative,Electronics,2024-06,0
Je conseille ,5,2024-06-07,Rapide. Pas cher. Conforme à mes attentes. Merci,Positive,Uncategorized,2024-06,1
Tout s'est passé de manière très…,5,2024-06-07,"Tout s'est passé de manière très fluide, simple et efficace.
Le prix est très intéressant.",Positive,Uncategorized,2024-06,1
